,,Wavelength (µm),"Reflectance, S-Pol. (%)","Reflectance, P-Pol. (%)","Reflectance, Unpol. (%)"
,,10.246,99.284304,98.416478,98.850391
,,10.250,99.281343,98.421027,98.851185
,,10.254,99.275421,98.423797,98.849609
,,10.258,99.268512,98.426566,98.847539
,,10.262,99.261603,98.426566,98.8440845
,,10.265,99.255681,98.426269,98.840975
,,10.269,99.249759,98.425478,98.8376185
,,10.273,99.246798,98.423599,98.8351985
,,10.277,99.243837,98.42172,98.8327785
,,10.281,99.240876,98.419247,98.8300615
,,10.285,99.237915,98.416478,98.8271965
,,10.289,99.234954,98.413709,98.8243315
,,10.292,99.230019,98.410247,98.820133
,,10.296,99.225084,98.406786,98.815935
,,10.300,99.222123,98.403819,98.812971
,,10.304,99.22311,98.401841,98.8124755
,,10.308,99.22311,98.399764,98.811437
,,10.312,99.229032,98.400159,98.8145955
,,10.316,99.236928,98.401742,98.819335
,,10.319,99.245811,98.403225,98.824518
,,10.323,99.251733,98.405599,98.828666
,,10.327,99.258642,98.407973,98.8333075
,,10.331,99.263577,98.40906,98.8363185
,,10.335,99.263577,98.407973,98.835775
,,10.339,99.263577,98.406885,98.835231
,,10.343,99.261603,98.403819,98.832711
,,10.346,99.258642,98.399962,98.829302
,,10.350,99.255681,98.396105,98.825893
,,10.354,99.253707,98.394918,98.8243125
,,10.358,99.251733,98.393731,98.822732
,,10.362,99.250746,98.394127,98.8224365
,,10.366,99.250746,98.397984,98.824365
,,10.370,99.250746,98.401742,98.826244
,,10.373,99.249759,98.406588,98.8281735
,,10.377,99.249759,98.412027,98.830893
,,10.381,99.249759,98.417368,98.8335635
,,10.385,99.248772,98.421522,98.835147
,,10.389,99.246798,98.425478,98.836138
,,10.393,99.244824,98.428939,98.8368815
,,10.397,99.243837,98.430818,98.8373275
,,10.401,99.241863,98.432698,98.8372805
,,10.404,99.241863,98.432796,98.8373295
,,10.408,99.24285,98.43161,98.83723
,,10.412,99.243837,98.430324,98.8370805
,,10.416,99.246798,98.42706,98.836929
,,10.420,99.250746,98.423401,98.8370735
,,10.424,99.253707,98.419939,98.836823
,,10.428,99.255681,98.417665,98.836673
,,10.431,99.257655,98.415291,98.836473
,,10.435,99.257655,98.414302,98.8359785
,,10.439,99.254694,98.414994,98.834844
,,10.443,99.251733,98.415687,98.83371
,,10.447,99.246798,98.416577,98.8316875
,,10.451,99.240876,98.417566,98.829221
,,10.455,99.234954,98.418555,98.8267545
,,10.458,99.231993,98.418456,98.8252245
,,10.462,99.229032,98.418258,98.823645
,,10.466,99.227058,98.418357,98.8227075
,,10.470,99.229032,98.419049,98.8240405
,,10.474,99.230019,98.419742,98.8248805
,,10.478,99.231993,98.421027,98.82651
,,10.482,99.234954,98.423005,98.8289795
,,10.485,99.237915,98.424983,98.831449
,,10.489,99.239889,98.426071,98.83298
,,10.493,99.239889,98.426862,98.8333755
,,10.497,99.240876,98.427654,98.834265
,,10.501,99.238902,98.42706,98.832981
,,10.505,99.236928,98.426368,98.831648
,,10.509,99.233967,98.425873,98.82992
,,10.512,99.231993,98.425873,98.828933
,,10.516,99.229032,98.425873,98.8274525
,,10.520,99.229032,98.426764,98.827898
,,10.524,99.230019,98.428346,98.8291825
,,10.528,99.231006,98.429928,98.830467
,,10.532,99.236928,98.432302,98.834615
,,10.536,99.244824,98.435071,98.8399475
,,10.540,99.251733,98.43784,98.8447865
,,10.543,99.261603,98.439818,98.8507105
,,10.547,99.270486,98.441895,98.8561905
,,10.551,99.279369,98.443082,98.8612255
,,10.555,99.28233,98.441005,98.8616675
,,10.559,99.286278,98.438829,98.8625535
,,10.563,99.286278,98.434972,98.860625
,,10.567,99.280356,98.428445,98.8544005
,,10.570,99.274434,98.421917,98.8481755
,,10.574,99.267525,98.414797,98.841161
,,10.578,99.259629,98.407379,98.833504
,,10.582,99.251733,98.399962,98.8258475
,,10.586,99.248772,98.395116,98.821944
,,10.590,99.246798,98.390962,98.81888
,,10.594,99.244824,98.386907,98.8158655
,,10.597,99.25272,98.390072,98.821396
,,10.601,99.259629,98.393138,98.8263835
,,10.605,99.267525,98.398083,98.832804
,,10.609,99.277395,98.409357,98.843376
,,10.613,99.287265,98.420731,98.853998
,,10.617,99.294174,98.433093,98.8636335
,,10.621,99.298122,98.447038,98.87258
,,10.624,99.30207,98.460884,98.881477
,,10.628,99.301083,98.470675,98.885879
,,10.632,99.298122,98.477499,98.8878105
,,10.636,99.295161,98.484323,98.889742
,,10.640,99.2922,98.482246,98.887223
,,10.644,99.287265,98.477499,98.882382
,,10.648,99.283317,98.472752,98.8780345
,,10.651,99.280356,98.463455,98.8719055
,,10.655,99.276408,98.453961,98.8651845
,,10.659,99.27246,98.444862,98.858661
,,10.663,99.268512,98.439225,98.8538685
,,10.667,99.264564,98.433588,98.849076
,,10.671,99.260616,98.428544,98.84458
,,10.675,99.257655,98.425478,98.8415665
,,10.678,99.254694,98.422313,98.8385035
,,10.682,99.25272,98.419049,98.8358845
,,10.686,99.250746,98.415489,98.8331175
,,10.690,99.249759,98.412027,98.830893
,,10.694,99.247785,98.409753,98.828769
,,10.698,99.245811,98.408467,98.827139
,,10.702,99.243837,98.407181,98.825509
,,10.706,99.241863,98.407379,98.824621
,,10.709,99.240876,98.408269,98.8245725
,,10.713,99.238902,98.409159,98.8240305
,,10.717,99.237915,98.407676,98.8227955
,,10.721,99.236928,98.405698,98.821313
,,10.725,99.234954,98.403819,98.8193865
,,10.729,99.230019,98.398577,98.814298
,,10.733,99.225084,98.393335,98.8092095
,,10.736,99.220149,98.388193,98.804171
,,10.740,99.212253,98.384138,98.7981955
,,10.744,99.204357,98.380182,98.7922695
,,10.748,99.196461,98.376423,98.786442
,,10.752,99.190539,98.373852,98.7821955
,,10.756,99.185604,98.37138,98.778492
,,10.760,99.181656,98.368215,98.7749355
,,10.763,99.179682,98.364061,98.7718715
,,10.767,99.178695,98.359808,98.7692515
,,10.771,99.177708,98.356347,98.7670275
,,10.775,99.177708,98.353874,98.765791
,,10.779,99.177708,98.351303,98.7645055
,,10.783,99.177708,98.351896,98.764802
,,10.787,99.178695,98.355061,98.766878
,,10.790,99.178695,98.358226,98.7684605
,,10.794,99.179682,98.361885,98.7707835
,,10.798,99.182643,98.36594,98.7742915
,,10.802,99.185604,98.369896,98.77775
,,10.806,99.190539,98.371577,98.781058
,,10.810,99.195474,98.37227,98.783872
,,10.814,99.201396,98.372962,98.787179
,,10.817,99.205344,98.374643,98.7899935
,,10.821,99.209292,98.376522,98.792907
,,10.825,99.21324,98.378401,98.7958205
,,10.829,99.214227,98.382852,98.7985395
,,10.833,99.215214,98.387698,98.801456
,,10.837,99.215214,98.392544,98.803879
,,10.841,99.216201,98.394918,98.8055595
,,10.844,99.217188,98.397291,98.8072395
,,10.848,99.218175,98.399467,98.808821
,,10.852,99.220149,98.398775,98.809462
,,10.856,99.222123,98.397984,98.8100535
,,10.860,99.225084,98.397291,98.8111875
,,10.864,99.227058,98.398676,98.812867
,,10.868,99.229032,98.399962,98.814497
,,10.872,99.230019,98.401445,98.815732
,,10.875,99.230019,98.403423,98.816721
,,10.879,99.230019,98.405302,98.8176605
,,10.883,99.229032,98.406489,98.8177605
,,10.887,99.227058,98.403324,98.815191
,,10.891,99.224097,98.400159,98.812128
,,10.895,99.222123,98.396599,98.809361
,,10.899,99.221136,98.391061,98.8060985
,,10.902,99.219162,98.385522,98.802342
,,10.906,99.219162,98.380874,98.800018
,,10.910,99.221136,98.378797,98.7999665
,,10.914,99.224097,98.376819,98.800458
,,10.918,99.226071,98.375336,98.8007035
,,10.922,99.225084,98.375434,98.800259
,,10.926,99.225084,98.375533,98.8003085
,,10.929,99.222123,98.375533,98.798828
,,10.933,99.214227,98.375138,98.7946825
,,10.937,99.206331,98.374742,98.7905365
,,10.941,99.198435,98.375039,98.786737
,,10.945,99.190539,98.37672,98.7836295
,,10.949,99.182643,98.378401,98.780522
,,10.953,99.177708,98.381171,98.7794395
,,10.956,99.179682,98.386116,98.782899
,,10.960,99.180669,98.39116,98.7859145
,,10.964,99.18363,98.396401,98.7900155
,,10.968,99.189552,98.402335,98.7959435
,,10.972,99.196461,98.408269,98.802365
,,10.976,99.202383,98.414599,98.808491
,,10.980,99.205344,98.421917,98.8136305
,,10.983,99.209292,98.429137,98.8192145
,,10.987,99.212253,98.437544,98.8248985
,,10.991,99.212253,98.448719,98.830486
,,10.995,99.21324,98.459895,98.8365675
,,10.999,99.214227,98.47117,98.8426985
,,11.003,99.217188,98.482741,98.8499645
,,11.007,99.219162,98.494213,98.8566875
,,11.010,99.224097,98.503213,98.863655
,,11.014,99.231993,98.504796,98.8683945
,,11.018,99.240876,98.506378,98.873627
,,11.022,99.248772,98.505686,98.877229
,,11.026,99.255681,98.496884,98.8762825
,,11.030,99.261603,98.48818,98.8748915
,,11.034,99.266538,98.48017,98.873354
,,11.038,99.265551,98.475323,98.870437
,,11.041,99.264564,98.470378,98.867471
,,11.045,99.26259,98.466818,98.864704
,,11.049,99.258642,98.470675,98.8646585
,,11.053,99.253707,98.474631,98.864169
,,11.057,99.249759,98.478093,98.863926
,,11.061,99.246798,98.476708,98.861753
,,11.065,99.243837,98.475323,98.85958
,,11.068,99.240876,98.473543,98.8572095
,,11.072,99.235941,98.459302,98.8476215
,,11.076,99.231006,98.445159,98.8380825
,,11.080,99.226071,98.431016,98.8285435
,,11.084,99.217188,98.414698,98.815943
,,11.088,99.208305,98.398379,98.803342
,,11.092,99.198435,98.382061,98.790248
,,11.095,99.189552,98.371775,98.7806635
,,11.099,99.180669,98.362182,98.7714255
,,11.103,99.171786,98.352589,98.7621875
,,11.107,99.167838,98.347446,98.757642
,,11.111,99.164877,98.343292,98.7540845
,,11.115,99.161916,98.339039,98.7504775
,,11.119,99.164877,98.339633,98.752255
,,11.122,99.169812,98.341808,98.75581
,,11.126,99.174747,98.344083,98.759415
,,11.130,99.181656,98.352193,98.7669245
,,11.134,99.190539,98.363369,98.776954
,,11.138,99.198435,98.374544,98.7864895
,,11.142,99.206331,98.384632,98.7954815
,,11.146,99.21324,98.39383,98.803535
,,11.149,99.221136,98.403028,98.812082
,,11.153,99.226071,98.40461,98.8153405
,,11.157,99.230019,98.396995,98.813507
,,11.161,99.23298,98.389379,98.8111795
,,11.165,99.235941,98.378204,98.8070725
,,11.169,99.237915,98.360204,98.7990595
,,11.173,99.239889,98.342204,98.7910465
,,11.177,99.241863,98.326479,98.784171
,,11.180,99.246798,98.318567,98.7826825
,,11.184,99.250746,98.310655,98.7807005
,,11.188,99.255681,98.304325,98.780003
,,11.192,99.261603,98.311644,98.7866235
,,11.196,99.268512,98.318963,98.7937375
,,11.200,99.274434,98.326182,98.800308
,,11.204,99.276408,98.337061,98.8067345
,,11.207,99.279369,98.348039,98.813704
,,11.211,99.281343,98.359017,98.82018
,,11.215,99.278382,98.366237,98.8223095
,,11.219,99.274434,98.372863,98.8236485
,,11.223,99.269499,98.37939,98.8244445
,,11.227,99.26259,98.38305,98.82282
,,11.231,99.254694,98.385423,98.8200585
,,11.234,99.245811,98.387797,98.816804
,,11.238,99.237915,98.388094,98.8130045
,,11.242,99.230019,98.386709,98.808364
,,11.246,99.222123,98.385324,98.8037235
,,11.250,99.216201,98.382357,98.799279
,,11.254,99.212253,98.376918,98.7945855
,,11.258,99.209292,98.37138,98.790336
,,11.261,99.206331,98.365643,98.785987
,,11.265,99.207318,98.359017,98.7831675
,,11.269,99.207318,98.352391,98.7798545
,,11.273,99.207318,98.346061,98.7766895
,,11.277,99.208305,98.344874,98.7765895
,,11.281,99.209292,98.343688,98.77649
,,11.285,99.210279,98.342501,98.77639
,,11.288,99.210279,98.348039,98.779159
,,11.292,99.209292,98.354369,98.7818305
,,11.296,99.208305,98.360797,98.784551
,,11.300,99.207318,98.366731,98.7870245
,,11.304,99.205344,98.372566,98.788955
,,11.308,99.204357,98.378401,98.791379
,,11.312,99.204357,98.381072,98.7927145
,,11.315,99.204357,98.380577,98.792467
,,11.319,99.205344,98.380083,98.7927135
,,11.323,99.207318,98.379588,98.793453
,,11.327,99.212253,98.379094,98.7956735
,,11.331,99.217188,98.378599,98.7978935
,,11.335,99.222123,98.378698,98.8004105
,,11.339,99.228045,98.383346,98.8056955
,,11.343,99.233967,98.387995,98.810981
,,11.346,99.240876,98.392643,98.8167595
,,11.350,99.243837,98.39828,98.8210585
,,11.354,99.245811,98.403918,98.8248645
,,11.358,99.247785,98.409555,98.82867
,,11.362,99.246798,98.413214,98.830006
,,11.366,99.24285,98.415885,98.8293675
,,11.370,99.239889,98.418555,98.829222
,,11.373,99.235941,98.419643,98.827792
,,11.377,99.231993,98.418852,98.8254225
,,11.381,99.227058,98.418159,98.8226085
,,11.385,99.224097,98.416972,98.8205345
,,11.389,99.224097,98.414302,98.8191995
,,11.393,99.224097,98.411632,98.8178645
,,11.397,99.224097,98.408863,98.81648
,,11.400,99.225084,98.410049,98.8175665
,,11.404,99.226071,98.411434,98.8187525
,,11.408,99.227058,98.41272,98.819889
,,11.412,99.226071,98.417467,98.821769
,,11.416,99.225084,98.4235,98.824292
,,11.420,99.22311,98.429533,98.8263215
,,11.424,99.220149,98.432796,98.8264725
,,11.427,99.214227,98.432994,98.8236105
,,11.431,99.209292,98.433192,98.821242
,,11.435,99.20337,98.43161,98.81749
,,11.439,99.197448,98.423203,98.8103255
,,11.443,99.192513,98.414797,98.803655
,,11.447,99.186591,98.40639,98.7964905
,,11.451,99.186591,98.400061,98.793326
,,11.454,99.187578,98.393929,98.7907535
,,11.458,99.188565,98.387797,98.788181
,,11.462,99.194487,98.384929,98.789708
,,11.466,99.202383,98.383643,98.793013
,,11.470,99.211266,98.382357,98.7968115
,,11.474,99.220149,98.380379,98.800264
,,11.478,99.229032,98.377215,98.8031235
,,11.481,99.237915,98.374149,98.806032
,,11.485,99.245811,98.370984,98.8083975
,,11.489,99.247785,98.36772,98.8077525
,,11.493,99.249759,98.364555,98.807157
,,11.497,99.251733,98.361391,98.806562
,,11.501,99.248772,98.363764,98.806268
,,11.505,99.244824,98.36772,98.806272
,,11.509,99.240876,98.371577,98.8062265
,,11.512,99.237915,98.378797,98.808356
,,11.516,99.235941,98.389478,98.8127095
,,11.520,99.23298,98.400258,98.816619
,,11.524,99.231006,98.41094,98.820973
,,11.528,99.23298,98.421917,98.8274485
,,11.532,99.233967,98.432796,98.8333815
,,11.536,99.235941,98.443675,98.839808
,,11.539,99.236928,98.449708,98.843318
,,11.543,99.238902,98.454851,98.8468765
,,11.547,99.239889,98.459994,98.8499415
,,11.551,99.238902,98.46128,98.850091
,,11.555,99.236928,98.459203,98.8480655
,,11.559,99.234954,98.457027,98.8459905
,,11.563,99.23298,98.45406,98.84352
,,11.566,99.231993,98.447434,98.8397135
,,11.570,99.230019,98.440906,98.8354625
,,11.574,99.228045,98.43428,98.8311625
,,11.578,99.231006,98.427851,98.8294285
,,11.582,99.233967,98.421522,98.8277445
,,11.586,99.236928,98.415192,98.82606
,,11.590,99.241863,98.410544,98.8262035
,,11.593,99.248772,98.407577,98.8281745
,,11.597,99.255681,98.40461,98.8301455
,,11.601,99.261603,98.401841,98.831722
,,11.605,99.266538,98.399863,98.8332005
,,11.609,99.270486,98.397885,98.8341855
,,11.613,99.275421,98.395907,98.835664
,,11.617,99.276408,98.39116,98.833784
,,11.620,99.276408,98.385423,98.8309155
,,11.624,99.277395,98.379786,98.8285905
,,11.628,99.277395,98.373654,98.8255245
,,11.632,99.276408,98.36683,98.821619
,,11.636,99.275421,98.360006,98.8177135
,,11.640,99.274434,98.353182,98.813808
,,11.644,99.27246,98.350611,98.8115355
,,11.647,99.270486,98.34794,98.809213
,,11.651,99.268512,98.345369,98.8069405
,,11.655,99.264564,98.344775,98.8046695
,,11.659,99.259629,98.345468,98.8025485
,,11.663,99.254694,98.346061,98.8003775
,,11.667,99.249759,98.346457,98.798108
,,11.671,99.241863,98.345764,98.7938135
,,11.675,99.23298,98.345072,98.789026
,,11.678,99.225084,98.34438,98.784732
,,11.682,99.217188,98.341413,98.7793005
,,11.686,99.210279,98.33805,98.7741645
,,11.690,99.202383,98.334589,98.768486
,,11.694,99.196461,98.331918,98.7641895
,,11.698,99.194487,98.330237,98.762362
,,11.702,99.191526,98.328655,98.7600905
,,11.705,99.189552,98.327072,98.758312
,,11.709,99.190539,98.331226,98.7608825
,,11.713,99.192513,98.335479,98.763996
,,11.717,99.194487,98.339732,98.7671095
,,11.721,99.195474,98.341224,98.768349
,,11.725,99.196461,98.338296,98.7673785
,,11.729,99.197448,98.334391,98.7659195
,,11.732,99.198435,98.329511,98.763973
,,11.736,99.197448,98.323654,98.760551
,,11.740,99.197448,98.317797,98.7576225
,,11.744,99.196461,98.31194,98.7542005
,,11.748,99.197448,98.306083,98.7517655
,,11.752,99.198435,98.301203,98.749819
,,11.756,99.199422,98.295346,98.747384
,,11.759,99.201396,98.291441,98.7464185
,,11.763,99.204357,98.291441,98.747899
,,11.767,99.208305,98.291441,98.749873
,,11.771,99.211266,98.291441,98.7513535
,,11.775,99.216201,98.295346,98.7557735
,,11.779,99.221136,98.300226,98.760681
,,11.783,99.226071,98.306083,98.766077
,,11.786,99.231006,98.31194,98.771473
,,11.790,99.235941,98.316821,98.776381
,,11.794,99.240876,98.322678,98.781777
,,11.798,99.244824,98.328534,98.786679
,,11.802,99.248772,98.330487,98.7896295
,,11.806,99.251733,98.332439,98.792086
,,11.810,99.254694,98.333415,98.7940545
,,11.814,99.256668,98.333415,98.7950415
,,11.817,99.256668,98.330487,98.7935775
,,11.821,99.257655,98.327558,98.7926065
,,11.825,99.258642,98.32463,98.791636
,,11.829,99.259629,98.320725,98.790177
,,11.833,99.260616,98.317797,98.7892065
,,11.837,99.26259,98.313892,98.788241
,,11.841,99.263577,98.310964,98.7872705
,,11.844,99.265551,98.309012,98.7872815
,,11.848,99.267525,98.307059,98.787292
,,11.852,99.269499,98.305107,98.787303
,,11.856,99.269499,98.305107,98.787303
,,11.860,99.270486,98.306083,98.7882845
,,11.864,99.270486,98.306083,98.7882845
,,11.868,99.270486,98.306083,98.7882845
,,11.871,99.269499,98.307059,98.788279
,,11.875,99.267525,98.307059,98.787292
,,11.879,99.266538,98.308036,98.787287
,,11.883,99.265551,98.307059,98.786305
,,11.887,99.265551,98.305107,98.785329
,,11.891,99.264564,98.303155,98.7838595
,,11.895,99.263577,98.301203,98.78239
,,11.898,99.26259,98.297298,98.779944
,,11.902,99.261603,98.293393,98.777498
,,11.906,99.260616,98.289489,98.7750525
,,11.910,99.258642,98.287537,98.7730895
,,11.914,99.255681,98.285584,98.7706325
,,11.918,99.25272,98.283632,98.768176
,,11.922,99.249759,98.28168,98.7657195
,,11.925,99.245811,98.28168,98.7637455
,,11.929,99.24285,98.28168,98.762265
,,11.933,99.238902,98.280704,98.759803
,,11.937,99.234954,98.279727,98.7573405
,,11.941,99.230019,98.278751,98.754385
,,11.945,99.226071,98.276799,98.751435
,,11.949,99.221136,98.275823,98.7484795
,,11.952,99.216201,98.273871,98.745036
,,11.956,99.210279,98.271918,98.7410985
,,11.960,99.205344,98.269966,98.737655
,,11.964,99.201396,98.269966,98.735681
,,11.968,99.197448,98.272895,98.7351715
,,11.972,99.194487,98.274847,98.734667
,,11.976,99.190539,98.277775,98.734157
,,11.980,99.191526,98.28656,98.739043
,,11.983,99.191526,98.295346,98.743436
,,11.987,99.191526,98.304131,98.7478285
,,11.991,99.192513,98.312916,98.7527145
,,11.995,99.194487,98.323654,98.7590705
,,11.999,99.196461,98.335367,98.765914
,,12.003,99.198435,98.346105,98.77227
,,12.007,99.198435,98.353914,98.7761745
,,12.010,99.198435,98.362699,98.780567
,,12.014,99.198435,98.370509,98.784472
,,12.018,99.196461,98.377341,98.786901
,,12.022,99.191526,98.38027,98.785898
,,12.026,99.186591,98.383198,98.7848945
,,12.030,99.181656,98.386127,98.7838915
,,12.034,99.176721,98.385151,98.780936
,,12.037,99.170799,98.382222,98.7765105
,,12.041,99.165864,98.378318,98.772091
,,12.045,99.160929,98.375389,98.768159
,,12.049,99.16389,98.36758,98.765735
,,12.053,99.167838,98.359771,98.7638045
,,12.057,99.171786,98.352938,98.762362
,,12.061,99.178695,98.346105,98.7624
,,12.064,99.190539,98.341224,98.7658815
,,12.068,99.202383,98.335367,98.768875
,,12.072,99.214227,98.330487,98.772357
,,12.076,99.22311,98.329511,98.7763105
,,12.080,99.230019,98.330487,98.780253
,,12.084,99.237915,98.330487,98.784201
,,12.088,99.244824,98.331463,98.7881435
,,12.091,99.241863,98.334391,98.788127
,,12.095,99.239889,98.33732,98.7886045
,,12.099,99.237915,98.340248,98.7890815
,,12.103,99.234954,98.343177,98.7890655
,,12.107,99.23298,98.346105,98.7895425
,,12.111,99.231006,98.349033,98.7900195
,,12.115,99.228045,98.351962,98.7900035
,,12.118,99.229032,98.353914,98.791473
,,12.122,99.231993,98.355866,98.7939295
,,12.126,99.233967,98.357819,98.795893
,,12.130,99.235941,98.359771,98.797856
,,12.134,99.236928,98.361723,98.7993255
,,12.138,99.237915,98.362699,98.800307
,,12.142,99.237915,98.364652,98.8012835
,,12.146,99.237915,98.365628,98.8017715
,,12.149,99.234954,98.36758,98.801267
,,12.153,99.23298,98.369532,98.801256
,,12.157,99.230019,98.371485,98.800752
,,12.161,99.229032,98.373437,98.8012345
,,12.165,99.229032,98.373437,98.8012345
,,12.169,99.229032,98.374413,98.8017225
,,12.173,99.230019,98.375389,98.802704
,,12.176,99.233967,98.373437,98.803702
,,12.180,99.237915,98.371485,98.8047
,,12.184,99.24285,98.369532,98.806191
,,12.188,99.245811,98.36758,98.8066955
,,12.192,99.247785,98.366604,98.8071945
,,12.196,99.249759,98.365628,98.8076935
,,12.200,99.251733,98.364652,98.8081925
,,12.203,99.249759,98.364652,98.8072055
,,12.207,99.244824,98.364652,98.804738
,,12.211,99.239889,98.365628,98.8027585
,,12.215,99.234954,98.366604,98.800779
,,12.219,99.228045,98.364652,98.7963485
,,12.223,99.221136,98.363676,98.792406
,,12.227,99.214227,98.361723,98.787975
,,12.230,99.208305,98.359771,98.784038
