,,Wavelength (µm),"Reflectance, S-Pol. (%)","Reflectance, P-Pol. (%)","Reflectance, Unpol. (%)"
,,7.744,99.209552,98.35961,98.784581
,,7.748,99.210446,98.35694,98.783693
,,7.752,99.211738,98.353775,98.7827565
,,7.756,99.213726,98.351204,98.782465
,,7.760,99.215118,98.349127,98.7821225
,,7.764,99.215913,98.347149,98.781531
,,7.768,99.215714,98.344874,98.780294
,,7.771,99.215019,98.344874,98.7799465
,,7.775,99.213826,98.346556,98.780191
,,7.779,99.212037,98.351204,98.7816205
,,7.783,99.210049,98.356841,98.783445
,,7.787,99.208259,98.362479,98.785369
,,7.791,99.207365,98.367028,98.7871965
,,7.795,99.207067,98.369698,98.7883825
,,7.798,99.206967,98.37138,98.7891735
,,7.802,99.20657,98.372863,98.7897165
,,7.806,99.206371,98.375138,98.7907545
,,7.810,99.20647,98.377314,98.791892
,,7.814,99.20816,98.376127,98.7921435
,,7.818,99.210844,98.371083,98.7909635
,,7.822,99.214223,98.363764,98.7889935
,,7.825,99.217603,98.358523,98.788063
,,7.829,99.219889,98.357138,98.7885135
,,7.833,99.221082,98.35872,98.789901
,,7.837,99.219989,98.360501,98.790245
,,7.841,99.218597,98.360204,98.7894005
,,7.845,99.216708,98.35783,98.787269
,,7.849,99.215118,98.35694,98.786029
,,7.852,99.213528,98.359116,98.786322
,,7.856,99.211937,98.365544,98.7887405
,,7.860,99.20985,98.374742,98.792296
,,7.864,99.208061,98.382357,98.795209
,,7.868,99.206967,98.38661,98.7967885
,,7.872,99.20816,98.385226,98.796693
,,7.876,99.210247,98.38216,98.7962035
,,7.880,99.213329,98.377907,98.795618
,,7.883,99.215118,98.37494,98.795029
,,7.887,99.215913,98.372863,98.794388
,,7.891,99.215317,98.372764,98.7940405
,,7.895,99.21472,98.373951,98.7943355
,,7.899,99.214323,98.376028,98.7951755
,,7.903,99.214522,98.377808,98.796165
,,7.907,99.215118,98.377412,98.796265
,,7.910,99.215913,98.374742,98.7953275
,,7.914,99.21651,98.370588,98.793549
,,7.918,99.216609,98.368116,98.7923625
,,7.922,99.215714,98.369303,98.7925085
,,7.926,99.214522,98.375533,98.7950275
,,7.930,99.213726,98.383149,98.7984375
,,7.934,99.214223,98.391061,98.802642
,,7.937,99.215416,98.396302,98.805859
,,7.941,99.216708,98.399863,98.8082855
,,7.945,99.215913,98.400061,98.807987
,,7.949,99.213627,98.400357,98.806992
,,7.953,99.20975,98.400555,98.8051525
,,7.957,99.206172,98.405104,98.805638
,,7.961,99.203786,98.412423,98.8081045
,,7.964,99.203488,98.42439,98.813939
,,7.968,99.205178,98.436357,98.8207675
,,7.972,99.207365,98.44684,98.8271025
,,7.976,99.208955,98.450005,98.82948
,,7.980,99.208955,98.448225,98.82859
,,7.984,99.207862,98.442785,98.8253235
,,7.988,99.207067,98.434379,98.820723
,,7.991,99.207663,98.426467,98.817065
,,7.995,99.210744,98.419346,98.815045
,,7.999,99.215516,98.416972,98.816244
,,8.003,99.220287,98.41717,98.8187285
,,8.007,99.22317,98.423005,98.8230875
,,8.011,99.223965,98.429928,98.8269465
,,8.015,99.22317,98.437643,98.8304065
,,8.018,99.221082,98.443577,98.8323295
,,8.022,99.219193,98.449313,98.834253
,,8.026,99.217702,98.454752,98.836227
,,8.030,99.217305,98.461477,98.839391
,,8.034,99.217205,98.468499,98.842852
,,8.038,99.217205,98.474532,98.8458685
,,8.042,99.216708,98.476708,98.846708
,,8.046,99.215714,98.475719,98.8457165
,,8.049,99.215019,98.467906,98.8414625
,,8.053,99.214621,98.459598,98.8371095
,,8.057,99.214621,98.45139,98.8330055
,,8.061,99.21472,98.447137,98.8309285
,,8.065,99.21482,98.444862,98.829841
,,8.069,99.215217,98.446346,98.8307815
,,8.073,99.216311,98.44773,98.8320205
,,8.076,99.2181,98.449214,98.833657
,,8.080,99.21979,98.447928,98.833859
,,8.084,99.220784,98.445159,98.8329715
,,8.088,99.219392,98.438236,98.828814
,,8.092,99.21641,98.430522,98.823466
,,8.096,99.212335,98.422313,98.817324
,,8.100,99.209452,98.418753,98.8141025
,,8.103,99.207762,98.416478,98.81212
,,8.107,99.208458,98.41628,98.812369
,,8.111,99.210347,98.413115,98.811731
,,8.115,99.212931,98.408566,98.8107485
,,8.119,99.21482,98.401841,98.8083305
,,8.123,99.21641,98.396401,98.8064055
,,8.127,99.217205,98.39294,98.8050725
,,8.130,99.218001,98.390368,98.8041845
,,8.134,99.218895,98.387995,98.803445
,,8.138,99.220287,98.384929,98.802608
,,8.142,99.221082,98.383445,98.8022635
,,8.146,99.220983,98.384237,98.80261
,,8.150,99.218199,98.389577,98.803888
,,8.154,99.214522,98.396599,98.8055605
,,8.157,99.209452,98.405203,98.8073275
,,8.161,99.205178,98.412918,98.809048
,,8.165,99.201997,98.419346,98.8106715
,,8.169,99.200705,98.42439,98.8125475
,,8.173,99.200009,98.428742,98.8143755
,,8.177,99.200407,98.431115,98.815761
,,8.181,99.201301,98.432005,98.816653
,,8.184,99.202792,98.430818,98.816805
,,8.188,99.204085,98.426566,98.8153255
,,8.192,99.205079,98.421225,98.813152
,,8.196,99.204383,98.413907,98.809145
,,8.200,99.202991,98.407181,98.805086
,,8.204,99.200705,98.401445,98.801075
,,8.208,99.198319,98.400456,98.7993875
,,8.212,99.195934,98.401544,98.798739
,,8.215,99.19494,98.409654,98.802297
,,8.219,99.194542,98.416874,98.805708
,,8.223,99.195337,98.422808,98.8090725
,,8.227,99.196928,98.420533,98.8087305
,,8.231,99.198916,98.414203,98.8065595
,,8.235,99.200208,98.40283,98.801519
,,8.239,99.200804,98.393533,98.7971685
,,8.242,99.19981,98.389577,98.7946935
,,8.246,99.198419,98.389083,98.793751
,,8.250,99.196828,98.391061,98.7939445
,,8.254,99.197226,98.39116,98.794193
,,8.258,99.198319,98.390665,98.794492
,,8.262,99.201301,98.389379,98.79534
,,8.266,99.204681,98.389874,98.7972775
,,8.269,99.208558,98.392247,98.8004025
,,8.273,99.211738,98.396203,98.8039705
,,8.277,99.214621,98.400654,98.8076375
,,8.281,99.215714,98.404115,98.8099145
,,8.285,99.216211,98.40817,98.8121905
,,8.289,99.215814,98.413214,98.814514
,,8.293,99.21482,98.420137,98.8174785
,,8.296,99.213528,98.428247,98.8208875
,,8.300,99.211838,98.434082,98.82296
,,8.304,99.210347,98.438137,98.824242
,,8.308,99.209452,98.435665,98.8225585
,,8.312,99.20985,98.430324,98.820087
,,8.316,99.21154,98.421917,98.8167285
,,8.320,99.214323,98.4145,98.8144115
,,8.323,99.217404,98.407577,98.8124905
,,8.327,99.218199,98.40639,98.8122945
,,8.331,99.217901,98.406687,98.812294
,,8.335,99.215217,98.410445,98.812831
,,8.339,99.212931,98.415786,98.8143585
,,8.343,99.210844,98.422214,98.816529
,,8.347,99.211341,98.428544,98.8199425
,,8.350,99.212434,98.434577,98.8235055
,,8.354,99.213627,98.436258,98.8249425
,,8.358,99.213726,98.436456,98.825091
,,8.362,99.211639,98.433588,98.8226135
,,8.366,99.208458,98.431807,98.8201325
,,8.370,99.204482,98.43072,98.817601
,,8.374,99.201301,98.433884,98.8175925
,,8.378,99.198618,98.438038,98.818328
,,8.381,99.198121,98.444566,98.8213435
,,8.385,99.198717,98.451489,98.825103
,,8.389,99.201301,98.459302,98.8303015
,,8.393,99.205178,98.467313,98.8362455
,,8.397,99.209949,98.475422,98.8426855
,,8.401,99.214422,98.48284,98.848631
,,8.405,99.218696,98.49006,98.854378
,,8.408,99.220684,98.496983,98.8588335
,,8.412,99.222076,98.503213,98.8626445
,,8.416,99.222076,98.508059,98.8650675
,,8.420,99.222275,98.510235,98.866255
,,8.424,99.222474,98.509938,98.866206
,,8.428,99.223567,98.50707,98.8653185
,,8.432,99.224859,98.503411,98.864135
,,8.435,99.227444,98.501136,98.86429
,,8.439,99.229929,98.499455,98.864692
,,8.443,99.232613,98.500048,98.8663305
,,8.447,99.234004,98.501037,98.8675205
,,8.451,99.233706,98.502818,98.868262
,,8.455,99.23132,98.504301,98.8678105
,,8.459,99.227941,98.505785,98.866863
,,8.462,99.225853,98.505785,98.865819
,,8.466,99.224462,98.505587,98.8650245
,,8.470,99.226748,98.5044,98.865574
,,8.474,99.229034,98.504301,98.8666675
,,8.478,99.231022,98.506873,98.8689475
,,8.482,99.231221,98.511719,98.87147
,,8.486,99.229432,98.519037,98.8742345
,,8.489,99.227742,98.526158,98.87695
,,8.493,99.226052,98.533378,98.879715
,,8.497,99.227742,98.538718,98.88323
,,8.501,99.229829,98.54396,98.8868945
,,8.505,99.232414,98.549103,98.8907585
,,8.509,99.234302,98.553949,98.8941255
,,8.513,99.234004,98.557707,98.8958555
,,8.517,99.233607,98.559191,98.896399
,,8.520,99.23311,98.558103,98.8956065
,,8.524,99.233607,98.555531,98.894569
,,8.528,99.2347,98.552367,98.8935335
,,8.532,99.234998,98.552564,98.893781
,,8.536,99.235098,98.553652,98.894375
,,8.540,99.233209,98.559191,98.8962
,,8.544,99.23132,98.564432,98.897876
,,8.547,99.229432,98.568388,98.89891
,,8.551,99.228239,98.570267,98.899253
,,8.555,99.228239,98.568487,98.898363
,,8.559,99.229531,98.565421,98.897476
,,8.563,99.231817,98.561268,98.8965425
,,8.567,99.235296,98.558498,98.896897
,,8.571,99.239074,98.556224,98.897649
,,8.574,99.241459,98.554246,98.8978525
,,8.578,99.243447,98.552169,98.897808
,,8.582,99.241757,98.54752,98.8946385
,,8.586,99.239869,98.543169,98.891519
,,8.590,99.237086,98.539806,98.888446
,,8.594,99.235098,98.538422,98.88676
,,8.598,99.2347,98.540597,98.8876485
,,8.601,99.2347,98.543564,98.889132
,,8.605,99.235098,98.547422,98.89126
,,8.609,99.2347,98.5494,98.89205
,,8.613,99.233706,98.550487,98.8920965
,,8.617,99.233308,98.550586,98.891947
,,8.621,99.232911,98.550586,98.8917485
,,8.625,99.235197,98.551378,98.8932875
,,8.628,99.237781,98.552268,98.8950245
,,8.632,99.24136,98.553059,98.8972095
,,8.636,99.244441,98.553652,98.8990465
,,8.640,99.245634,98.553158,98.899396
,,8.644,99.245535,98.552367,98.898951
,,8.648,99.243348,98.550784,98.897066
,,8.652,99.240664,98.549103,98.8948835
,,8.655,99.237682,98.547323,98.8925025
,,8.659,99.235793,98.544751,98.890272
,,8.663,99.234501,98.541586,98.8880435
,,8.667,99.235098,98.53496,98.885029
,,8.671,99.236191,98.527246,98.8817185
,,8.675,99.238875,98.517356,98.8781155
,,8.679,99.241757,98.507367,98.874562
,,8.683,99.243944,98.500939,98.8724415
,,8.686,99.245435,98.495005,98.87022
,,8.690,99.242751,98.491939,98.867345
,,8.694,99.239272,98.488873,98.8640725
,,8.698,99.23301,98.485708,98.859359
,,8.702,99.227643,98.483928,98.8557855
,,8.706,99.223865,98.484323,98.854094
,,8.710,99.222772,98.487191,98.8549815
,,8.713,99.22476,98.49273,98.858745
,,8.717,99.228537,98.4954,98.8619685
,,8.721,99.233607,98.495796,98.8647015
,,8.725,99.23798,98.488675,98.8633275
,,8.729,99.242155,98.477796,98.8599755
,,8.733,99.245236,98.467609,98.8564225
,,8.737,99.24792,98.45762,98.85277
,,8.740,99.249709,98.459104,98.8544065
,,8.744,99.251499,98.462466,98.8569825
,,8.748,99.250008,98.472258,98.861133
,,8.752,99.248218,98.482345,98.8652815
,,8.756,99.242652,98.488576,98.865614
,,8.760,99.237185,98.494609,98.865897
,,8.764,99.232613,98.499356,98.8659845
,,8.767,99.229233,98.504993,98.867113
,,8.771,99.230426,98.514092,98.872259
,,8.775,99.23311,98.522993,98.8780515
,,8.779,99.239471,98.5314,98.8854355
,,8.783,99.245435,98.536246,98.8908405
,,8.787,99.250505,98.535059,98.892782
,,8.791,99.252592,98.530905,98.8917485
,,8.794,99.250902,98.522894,98.886898
,,8.798,99.247125,98.517455,98.88229
,,8.802,99.241559,98.514488,98.8780235
,,8.806,99.236887,98.515279,98.876083
,,8.810,99.23311,98.518938,98.876024
,,8.814,99.231122,98.520521,98.8758215
,,8.818,99.230227,98.520817,98.875522
,,8.821,99.230724,98.515477,98.8731005
,,8.825,99.231917,98.507664,98.8697905
,,8.829,99.234402,98.49807,98.866236
,,8.833,99.237284,98.487983,98.8626335
,,8.837,99.240366,98.481752,98.861059
,,8.841,99.243547,98.476411,98.859979
,,8.845,99.245535,98.477499,98.861517
,,8.849,99.247324,98.479576,98.86345
,,8.852,99.249014,98.486301,98.8676575
,,8.856,99.250703,98.49362,98.8721615
,,8.860,99.253884,98.499059,98.8764715
,,8.864,99.257264,98.504301,98.8807825
,,8.868,99.259152,98.50173,98.880441
,,8.872,99.260842,98.498763,98.8798025
,,8.876,99.256966,98.489169,98.8730675
,,8.879,99.25289,98.479477,98.8661835
,,8.883,99.245733,98.469884,98.8578085
,,8.887,99.238676,98.460983,98.8498295
,,8.891,99.234203,98.458906,98.8465545
,,8.895,99.230128,98.457917,98.8440225
,,8.899,99.230326,98.465928,98.848127
,,8.903,99.230823,98.474236,98.8525295
,,8.906,99.233507,98.485906,98.8597065
,,8.910,99.235992,98.496884,98.866438
,,8.914,99.237781,98.503411,98.870596
,,8.918,99.239372,98.508949,98.8741605
,,8.922,99.239968,98.509543,98.8747555
,,8.926,99.240763,98.510136,98.8754495
,,8.930,99.241956,98.510927,98.8764415
,,8.933,99.243348,98.512312,98.87783
,,8.937,99.245038,98.515971,98.8805045
,,8.941,99.24633,98.519433,98.8828815
,,8.945,99.24623,98.522202,98.884216
,,8.949,99.245833,98.524081,98.884957
,,8.953,99.244242,98.5224,98.883321
,,8.957,99.24295,98.520026,98.881488
,,8.960,99.24305,98.515081,98.8790655
,,8.964,99.243547,98.510532,98.8770395
,,8.968,99.245833,98.507763,98.876798
,,8.972,99.247721,98.505785,98.876753
,,8.976,99.248218,98.508257,98.8782375
,,8.980,99.248119,98.511323,98.879721
,,8.984,99.24464,98.518246,98.881443
,,8.987,99.241161,98.525664,98.8834125
,,8.991,99.237682,98.536048,98.886865
,,8.995,99.2347,98.546235,98.8904675
,,8.999,99.235992,98.554839,98.8954155
,,9.003,99.237682,98.562652,98.900167
,,9.007,99.24305,98.56285,98.90295
,,9.011,99.248218,98.562652,98.905435
,,9.015,99.252691,98.55741,98.9050505
,,9.018,99.256866,98.552268,98.904567
,,9.022,99.256767,98.547619,98.902193
,,9.026,99.256568,98.54307,98.899819
,,9.030,99.253288,98.539608,98.896448
,,9.034,99.249908,98.536246,98.893077
,,9.038,99.247721,98.537136,98.8924285
,,9.042,99.245435,98.538026,98.8917305
,,9.045,99.245932,98.545444,98.895688
,,9.049,99.246529,98.553257,98.899893
,,9.053,99.248616,98.560279,98.9044475
,,9.057,99.250902,98.5673,98.909101
,,9.061,99.253785,98.567498,98.9106415
,,9.065,99.256866,98.566608,98.911737
,,9.069,99.259451,98.562949,98.9112
,,9.072,99.261836,98.558696,98.910266
,,9.076,99.261836,98.556718,98.909277
,,9.080,99.260942,98.555729,98.9083355
,,9.084,99.257761,98.556817,98.907289
,,9.088,99.253586,98.559092,98.906339
,,9.092,99.249809,98.560674,98.9052415
,,9.096,99.24623,98.561861,98.9040455
,,9.099,99.24464,98.559784,98.902212
,,9.103,99.24464,98.555037,98.8998385
,,9.107,99.245535,98.547026,98.8962805
,,9.111,99.247523,98.535554,98.8915385
,,9.115,99.248715,98.524378,98.8865465
,,9.119,99.248715,98.5134,98.8810575
,,9.123,99.247423,98.504895,98.876159
,,9.126,99.243646,98.501433,98.8725395
,,9.130,99.239372,98.500147,98.8697595
,,9.134,99.233905,98.505389,98.869647
,,9.138,99.228835,98.511818,98.8703265
,,9.142,99.225158,98.523982,98.87457
,,9.146,99.221778,98.536147,98.8789625
,,9.150,99.221082,98.548213,98.8846475
,,9.154,99.220386,98.560377,98.8903815
,,9.157,99.22138,98.561465,98.8914225
,,9.161,99.222374,98.562355,98.8923645
,,9.165,99.223865,98.553454,98.8886595
,,9.169,99.225356,98.543466,98.884411
,,9.173,99.227543,98.534663,98.881103
,,9.177,99.22973,98.526158,98.877944
,,9.181,99.232215,98.521905,98.87706
,,9.184,99.234799,98.519532,98.8771655
,,9.188,99.236887,98.517455,98.877171
,,9.192,99.238676,98.515675,98.8771755
,,9.196,99.240167,98.512708,98.8764375
,,9.200,99.24126,98.508455,98.8748575
,,9.204,99.242652,98.503312,98.872982
,,9.208,99.244342,98.496587,98.8704645
,,9.211,99.246429,98.489763,98.868096
,,9.215,99.249709,98.48284,98.8662745
,,9.219,99.253188,98.476609,98.8648985
,,9.223,99.25786,98.474038,98.865949
,,9.227,99.262433,98.471565,98.866999
,,9.231,99.267204,98.472851,98.8700275
,,9.235,99.271876,98.474137,98.8730065
,,9.238,99.274858,98.476115,98.8754865
,,9.242,99.277641,98.478192,98.8779165
,,9.246,99.278138,98.479378,98.878758
,,9.250,99.27784,98.480367,98.8791035
,,9.254,99.276746,98.478488,98.877617
,,9.258,99.275156,98.474928,98.875042
,,9.262,99.273764,98.470082,98.871923
,,9.265,99.272671,98.46395,98.8683105
,,9.269,99.270683,98.460291,98.865487
,,9.273,99.266806,98.461675,98.8642405
,,9.277,99.262035,98.464741,98.863388
,,9.281,99.253089,98.475818,98.8644535
,,9.285,99.244242,98.486994,98.865618
,,9.289,99.236092,98.499059,98.8675755
,,9.292,99.227941,98.511125,98.869533
,,9.296,99.22635,98.518048,98.872199
,,9.300,99.225555,98.52418,98.8748675
,,9.304,99.228835,98.525565,98.8772
,,9.308,99.233607,98.525169,98.879388
,,9.312,99.237881,98.522697,98.880289
,,9.316,99.241658,98.518444,98.880051
,,9.320,99.243745,98.514587,98.879166
,,9.323,99.243149,98.510927,98.877038
,,9.327,99.242056,98.507763,98.8749095
,,9.331,99.239074,98.505785,98.8724295
,,9.335,99.236092,98.503708,98.8699
,,9.339,99.234104,98.499257,98.8666805
,,9.343,99.232116,98.494906,98.863511
,,9.347,99.232314,98.488576,98.860445
,,9.350,99.232712,98.481851,98.8572815
,,9.354,99.234004,98.478192,98.856098
,,9.358,99.235694,98.475818,98.855756
,,9.362,99.237781,98.475719,98.85675
,,9.366,99.240266,98.477994,98.85913
,,9.370,99.243149,98.479576,98.8613625
,,9.374,99.247026,98.479378,98.863202
,,9.377,99.250803,98.478587,98.864695
,,9.381,99.253487,98.473247,98.863367
,,9.385,99.256071,98.467906,98.8619885
,,9.389,99.255176,98.462466,98.858821
,,9.393,99.253984,98.456928,98.855456
,,9.397,99.251697,98.456038,98.8538675
,,9.401,99.248914,98.457027,98.8529705
,,9.404,99.247026,98.460983,98.8540045
,,9.408,99.245932,98.467906,98.856919
,,9.412,99.245236,98.474532,98.859884
,,9.416,99.245634,98.480268,98.862951
,,9.420,99.24623,98.485708,98.865969
,,9.424,99.24802,98.487587,98.8678035
,,9.428,99.249809,98.489466,98.8696375
,,9.431,99.252294,98.490257,98.8712755
,,9.435,99.254978,98.49095,98.872964
,,9.439,99.25617,98.491049,98.8736095
,,9.443,99.256667,98.49095,98.8738085
,,9.447,99.255773,98.490554,98.8731635
,,9.451,99.25299,98.489862,98.871426
,,9.455,99.250206,98.489367,98.8697865
,,9.458,99.247721,98.489961,98.868841
,,9.462,99.245336,98.490455,98.8678955
,,9.466,99.245435,98.493521,98.869478
,,9.470,99.245634,98.496686,98.87116
,,9.474,99.245733,98.502719,98.874226
,,9.478,99.245634,98.50984,98.877737
,,9.482,99.244143,98.518642,98.8813925
,,9.486,99.241161,98.529224,98.8851925
,,9.489,99.238179,98.539114,98.8886465
,,9.493,99.235296,98.54663,98.890963
,,9.497,99.232513,98.554147,98.89333
,,9.501,99.234601,98.553652,98.8941265
,,9.505,99.236887,98.552861,98.894874
,,9.509,99.242254,98.548509,98.8953815
,,9.513,99.248715,98.542872,98.8957935
,,9.516,99.254679,98.536641,98.89566
,,9.520,99.259948,98.529916,98.894932
,,9.524,99.264421,98.523191,98.893806
,,9.528,99.265315,98.516565,98.89094
,,9.532,99.266309,98.510037,98.888173
,,9.536,99.264818,98.506774,98.885796
,,9.540,99.263129,98.503708,98.8834185
,,9.543,99.260842,98.504103,98.8824725
,,9.547,99.258258,98.506378,98.882318
,,9.551,99.255077,98.509147,98.882112
,,9.555,99.251002,98.512905,98.8819535
,,9.559,99.246926,98.516565,98.8817455
,,9.563,99.242751,98.518938,98.8808445
,,9.567,99.238577,98.521213,98.879895
,,9.570,99.237384,98.524081,98.8807325
,,9.574,99.236887,98.526949,98.881918
,,9.578,99.238577,98.529817,98.884197
,,9.582,99.242254,98.532587,98.8874205
,,9.586,99.245932,98.534169,98.8900505
,,9.590,99.24961,98.531795,98.8907025
,,9.594,99.253288,98.529422,98.891355
,,9.597,99.253586,98.522499,98.8880425
,,9.601,99.253785,98.515378,98.8845815
,,9.605,99.252194,98.507862,98.880028
,,9.609,99.249709,98.500345,98.875027
,,9.613,99.247423,98.492631,98.870027
,,9.617,99.245435,98.484818,98.8651265
,,9.621,99.243547,98.477104,98.8603255
,,9.624,99.243149,98.471763,98.857456
,,9.628,99.242652,98.466422,98.854537
,,9.632,99.242056,98.467313,98.8546845
,,9.636,99.241459,98.470675,98.856067
,,9.640,99.240763,98.476708,98.8587355
,,9.644,99.240068,98.487093,98.8635805
,,9.648,99.239471,98.497477,98.868474
,,9.652,99.239869,98.507268,98.8735685
,,9.655,99.240167,98.517059,98.878613
,,9.659,99.240068,98.524081,98.8820745
,,9.663,99.239869,98.530015,98.884942
,,9.667,99.238974,98.53496,98.886967
,,9.671,99.237284,98.538422,98.887853
,,9.675,99.235694,98.541883,98.8887885
,,9.679,99.234998,98.545246,98.890122
,,9.682,99.234402,98.548707,98.8915545
,,9.686,99.235495,98.551378,98.8934365
,,9.690,99.237086,98.553751,98.8954185
,,9.694,99.238577,98.553553,98.896065
,,9.698,99.239869,98.5494,98.8946345
,,9.702,99.241161,98.54485,98.8930055
,,9.706,99.239968,98.532883,98.8864255
,,9.709,99.238875,98.520916,98.8798955
,,9.713,99.23629,98.507466,98.871878
,,9.717,99.23301,98.493422,98.863216
,,9.721,99.230028,98.480763,98.8553955
,,9.725,99.227444,98.470576,98.84901
,,9.729,99.224859,98.46039,98.8426245
,,9.733,99.225356,98.457423,98.8413895
,,9.736,99.225853,98.454653,98.840253
,,9.740,99.22804,98.45673,98.842385
,,9.744,99.231221,98.461873,98.846547
,,9.748,99.234501,98.467708,98.8511045
,,9.752,99.238278,98.476016,98.857147
,,9.756,99.241956,98.484323,98.8631395
,,9.760,99.245038,98.490158,98.867598
,,9.763,99.248119,98.495499,98.871809
,,9.767,99.251002,98.497972,98.874487
,,9.771,99.253884,98.497279,98.8755815
,,9.775,99.256667,98.496191,98.876429
,,9.779,99.259749,98.492136,98.8759425
,,9.783,99.262731,98.48818,98.8754555
,,9.787,99.265017,98.486697,98.875857
,,9.791,99.266906,98.486301,98.8766035
,,9.794,99.268198,98.48729,98.877744
,,9.798,99.268198,98.491444,98.879821
,,9.802,99.268297,98.495499,98.881898
,,9.806,99.267999,98.498664,98.8833315
,,9.810,99.267701,98.501631,98.884666
,,9.814,99.267502,98.503708,98.885605
,,9.818,99.267602,98.504895,98.8862485
,,9.821,99.267502,98.506081,98.8867915
,,9.825,99.266508,98.508257,98.8873825
,,9.829,99.265415,98.510334,98.8878745
,,9.833,99.263626,98.511422,98.887524
,,9.837,99.261538,98.512114,98.886826
,,9.841,99.259749,98.511422,98.8855855
,,9.845,99.258655,98.507367,98.883011
,,9.848,99.257661,98.503312,98.8804865
,,9.852,99.25786,98.498961,98.8784105
,,9.856,99.258258,98.49451,98.876384
,,9.860,99.257661,98.491543,98.874602
,,9.864,99.256071,98.490554,98.8733125
,,9.868,99.254381,98.489565,98.871973
,,9.872,99.248616,98.48818,98.868398
,,9.875,99.24295,98.486796,98.864873
,,9.879,99.237583,98.485213,98.861398
,,9.883,99.232613,98.483433,98.858023
,,9.887,99.228537,98.482543,98.85554
,,9.891,99.230625,98.486994,98.8588095
,,9.895,99.232712,98.491444,98.862078
,,9.899,99.237781,98.499752,98.8687665
,,9.902,99.244242,98.509938,98.87709
,,9.906,99.249809,98.519037,98.884423
,,9.910,99.252791,98.52507,98.8889305
,,9.914,99.255673,98.531202,98.8934375
,,9.918,99.255077,98.530015,98.892546
,,9.922,99.253487,98.527048,98.8902675
,,9.926,99.251598,98.522499,98.8870485
,,9.929,99.248914,98.515081,98.8819975
,,9.933,99.24633,98.507664,98.876997
,,9.937,99.244541,98.501136,98.8728385
,,9.941,99.242851,98.494807,98.868829
,,9.945,99.242056,98.489268,98.865662
,,9.949,99.242453,98.485016,98.8637345
,,9.953,99.242851,98.480763,98.861807
,,9.957,99.244044,98.478983,98.8615135
,,9.960,99.245236,98.4774,98.861318
,,9.964,99.245733,98.4774,98.8615665
,,9.968,99.245336,98.479082,98.862209
,,9.972,99.244938,98.480862,98.8629
,,9.976,99.244441,98.483137,98.863789
,,9.980,99.244044,98.485411,98.8647275
,,9.984,99.24464,98.486499,98.8655695
,,9.987,99.246529,98.486301,98.866415
,,9.991,99.248417,98.486104,98.8672605
,,9.995,99.251499,98.483829,98.867664
,,9.999,99.25458,98.481554,98.868067
,,10.003,99.257363,98.479279,98.868321
,,10.007,99.259848,98.477005,98.8684265
,,10.011,99.262333,98.47473,98.8685315
,,10.014,99.263725,98.473148,98.8684365
,,10.018,99.265117,98.471565,98.868341
,,10.022,99.265912,98.469686,98.867799
,,10.026,99.266011,98.46751,98.8667605
,,10.030,99.26621,98.465236,98.865723
,,10.034,99.265812,98.462763,98.8642875
,,10.038,99.265415,98.460192,98.8628035
,,10.041,99.265415,98.458807,98.862111
,,10.045,99.265912,98.45851,98.862211
,,10.049,99.266309,98.458214,98.8622615
,,10.053,99.2678,98.458412,98.863106
,,10.057,99.269192,98.458708,98.86395
,,10.061,99.270285,98.457423,98.863854
,,10.065,99.270584,98.45406,98.862322
,,10.069,99.270981,98.450697,98.860839
,,10.072,99.268496,98.445258,98.856877
,,10.076,99.265713,98.439621,98.852667
,,10.080,99.262035,98.434478,98.8482565
,,10.084,99.256667,98.430324,98.8434955
,,10.088,99.254694,98.42617,98.840432
,,10.092,99.256668,98.423895,98.8402815
,,10.096,99.257655,98.422016,98.8398355
,,10.099,99.256668,98.420632,98.83865
,,10.103,99.250746,98.420335,98.8355405
,,10.107,99.244824,98.420038,98.832431
,,10.111,99.237915,98.419544,98.8287295
,,10.115,99.230019,98.419148,98.8245835
,,10.119,99.224097,98.418258,98.8211775
,,10.123,99.222123,98.415489,98.818806
,,10.126,99.220149,98.41272,98.8164345
,,10.130,99.222123,98.408665,98.815394
,,10.134,99.228045,98.403819,98.815932
,,10.138,99.233967,98.399072,98.8165195
,,10.142,99.240876,98.396006,98.818441
,,10.146,99.248772,98.39294,98.820856
,,10.150,99.253707,98.392643,98.823175
,,10.153,99.256668,98.395412,98.82604
,,10.157,99.259629,98.398181,98.828905
,,10.161,99.256668,98.40461,98.830639
,,10.165,99.253707,98.411335,98.832521
,,10.169,99.249759,98.417269,98.833514
,,10.173,99.244824,98.421522,98.833173
,,10.177,99.239889,98.425873,98.832881
,,10.180,99.233967,98.426467,98.830217
,,10.184,99.229032,98.425676,98.827354
,,10.188,99.224097,98.42439,98.8242435
,,10.192,99.220149,98.419742,98.8199455
,,10.196,99.215214,98.415192,98.815203
,,10.200,99.21324,98.409159,98.8111995
,,10.204,99.212253,98.40194,98.8070965
,,10.207,99.211266,98.39472,98.802993
,,10.211,99.217188,98.388984,98.803086
,,10.215,99.22311,98.383346,98.803228
,,10.219,99.231006,98.380182,98.805594
,,10.223,99.24285,98.381665,98.8122575
,,10.227,99.253707,98.383248,98.8184775
,,10.231,99.264564,98.388984,98.826774
,,10.235,99.273447,98.396203,98.834825
,,10.238,99.28233,98.403324,98.842827
,,10.242,99.283317,98.409852,98.8465845
